Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,220,Accompanied Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,201,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,38,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,35,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,17,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,18,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,2,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,1,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,2,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,37,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,51,UC / Single Minors,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"41,487",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"4,914",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,"4,822",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,"4,580",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,"4,191",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,"4,166",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,"3,942",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,"3,705",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,"3,761",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,"3,937",Single Adults,all,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,"3,469",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"1,858,933",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"203,808",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"224,267",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"235,045",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"223,894",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"223,677",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"163,039",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"139,943",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"140,437",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"149,141",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"155,682",%many-values%,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"10,498",UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"2,260",UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"1,531",UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,939,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,661,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,465,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,5,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,18,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1,UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"1,484",UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"3,134",UC / Single Minors,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"200,611",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"21,333",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"23,598",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"20,881",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"26,152",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"29,996",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"17,493",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"13,029",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"15,237",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"15,261",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"17,631",FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"1,647,824",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"180,215",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"199,138",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"213,225",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"197,081",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"193,216",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"145,541",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"126,896",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"125,199",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"132,396",Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"134,917",Single Adults,all,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,"1,903,751",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,JUL,JUL,"209,297",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,JUN,JUN,"229,412",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,MAY,MAY,"239,976",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,APR,APR,"228,414",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,MAR,MAR,"228,150",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,FEB,FEB,"167,257",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,JAN,JAN,"143,908",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,DEC,DEC,"144,495",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,NOV,NOV,"153,420",%many-values%,all,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,"159,422",%many-values%,all,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"7,580",%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"1,133",%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"1,025",%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"1,208",%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,986,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,584,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,550,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,619,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,523,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,533,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,419,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,54,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,5,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,6,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,7,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,13,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,7,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,2,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,2,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,6,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,2,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,4,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,434,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,30,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,27,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,30,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,23,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,44,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,80,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,56,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,39,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,55,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,50,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"4,585",FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,762,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,679,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,797,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,642,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,298,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,296,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,338,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,278,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,281,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,214,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"2,507",Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,336,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,313,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,374,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,308,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,235,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,172,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,223,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,200,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,195,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,151,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"247,705",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"30,464",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"32,951",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"34,844",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"30,167",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"28,036",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"19,205",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"13,904",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"18,145",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"20,157",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"19,832",%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"38,290",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"4,663",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"4,994",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"5,434",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"5,019",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"4,667",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"2,989",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"2,108",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"2,411",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"3,026",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"2,979",UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"103,730",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"14,529",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"15,489",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"16,389",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"13,053",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"11,641",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"6,448",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"4,002",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"5,936",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"7,829",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"8,414",FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"105,685",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"11,272",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"12,468",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"13,021",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"12,095",Single Adults,El Salvador,all
