Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2021,2021,OCT,OCT,4873,all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,28079,all,all,Single Adults,Title 8
2020,2020,SEP,SEP,44396,all,all,Single Adults,Title 42
2021,2021,SEP,SEP,84911,all,all,Single Adults,Title 42
2020,2020,AUG,AUG,39582,all,all,Single Adults,Title 42
2021,2021,AUG,AUG,78058,all,all,Single Adults,Title 42
2020,2020,JUL,JUL,32950,all,all,Single Adults,Title 42
2021,2021,JUL,JUL,85865,all,all,Single Adults,Title 42
2020,2020,JUN,JUN,26909,all,all,Single Adults,Title 42
2021,2021,JUN,JUN,96772,all,all,Single Adults,Title 42
2020,2020,MAY,MAY,19047,all,all,Single Adults,Title 42
2021,2021,MAY,MAY,103957,all,all,Single Adults,Title 42
2020,2020,APR,APR,14200,all,all,Single Adults,Title 42
2021,2021,APR,APR,94567,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,89642,all,all,Single Adults,Title 42
2020,2020,MAR,MAR,6186,all,all,Single Adults,Title 42
2021,2021,MAR,MAR,87579,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,103084,all,all,Single Adults,Title 42
2021,2021,FEB,FEB,64692,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,84787,all,all,Single Adults,Title 42
2021,2021,JAN,JAN,59654,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,70945,all,all,Single Adults,Title 42
2021,2021,DEC,DEC,58944,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,70015,all,all,Single Adults,Title 42
2021,2021,NOV,NOV,57988,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,78343,all,all,Single Adults,Title 42
2021,2021,OCT,OCT,57387,all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,80998,all,all,Single Adults,Title 42
2019,2019,SEP,SEP,3543,all,all,UC / Single Minors,all
2020,2020,SEP,SEP,3883,all,all,UC / Single Minors,all
2021,2021,SEP,SEP,14358,all,all,UC / Single Minors,all
2019,2019,AUG,AUG,4119,all,all,UC / Single Minors,all
2020,2020,AUG,AUG,3103,all,all,UC / Single Minors,all
2021,2021,AUG,AUG,18806,all,all,UC / Single Minors,all
2019,2019,JUL,JUL,5846,all,all,UC / Single Minors,all
2020,2020,JUL,JUL,2509,all,all,UC / Single Minors,all
2021,2021,JUL,JUL,18954,all,all,UC / Single Minors,all
2019,2019,JUN,JUN,7678,all,all,UC / Single Minors,all
2020,2020,JUN,JUN,1691,all,all,UC / Single Minors,all
2021,2021,JUN,JUN,15230,all,all,UC / Single Minors,all
2019,2019,MAY,MAY,11861,all,all,UC / Single Minors,all
2020,2020,MAY,MAY,1008,all,all,UC / Single Minors,all
2021,2021,MAY,MAY,14052,all,all,UC / Single Minors,all
2019,2019,APR,APR,9265,all,all,UC / Single Minors,all
2020,2020,APR,APR,741,all,all,UC / Single Minors,all
2021,2021,APR,APR,17067,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,12221,all,all,UC / Single Minors,all
2019,2019,MAR,MAR,9380,all,all,UC / Single Minors,all
2020,2020,MAR,MAR,3221,all,all,UC / Single Minors,all
2021,2021,MAR,MAR,18870,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,14143,all,all,UC / Single Minors,all
2019,2019,FEB,FEB,7243,all,all,UC / Single Minors,all
2020,2020,FEB,FEB,3490,all,all,UC / Single Minors,all
2021,2021,FEB,FEB,9402,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,11982,all,all,UC / Single Minors,all
2019,2019,JAN,JAN,5515,all,all,UC / Single Minors,all
2020,2020,JAN,JAN,3076,all,all,UC / Single Minors,all
2021,2021,JAN,JAN,5820,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,8752,all,all,UC / Single Minors,all
2019,2019,DEC,DEC,5104,all,all,UC / Single Minors,all
2020,2020,DEC,DEC,3639,all,all,UC / Single Minors,all
2021,2021,DEC,DEC,4965,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,11883,all,all,UC / Single Minors,all
2019,2019,NOV,NOV,5662,all,all,UC / Single Minors,all
2020,2020,NOV,NOV,3677,all,all,UC / Single Minors,all
2021,2021,NOV,NOV,4591,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,13929,all,all,UC / Single Minors,all
2019,2019,OCT,OCT,5418,all,all,UC / Single Minors,all
2020,2020,OCT,OCT,3201,all,all,UC / Single Minors,all
2021,2021,OCT,OCT,4810,all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,12778,all,all,UC / Single Minors,all
2019,2019,SEP,SEP,3543,all,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,1287,all,all,UC / Single Minors,Title 8
2021,2021,SEP,SEP,14357,all,all,UC / Single Minors,Title 8
2019,2019,AUG,AUG,4119,all,all,UC / Single Minors,Title 8
2020,2020,AUG,AUG,500,all,all,UC / Single Minors,Title 8
2021,2021,AUG,AUG,18804,all,all,UC / Single Minors,Title 8
2019,2019,JUL,JUL,5846,all,all,UC / Single Minors,Title 8
2020,2020,JUL,JUL,212,all,all,UC / Single Minors,Title 8
2021,2021,JUL,JUL,18954,all,all,UC / Single Minors,Title 8
2019,2019,JUN,JUN,7678,all,all,UC / Single Minors,Title 8
2020,2020,JUN,JUN,128,all,all,UC / Single Minors,Title 8
2021,2021,JUN,JUN,15230,all,all,UC / Single Minors,Title 8
2019,2019,MAY,MAY,11861,all,all,UC / Single Minors,Title 8
2020,2020,MAY,MAY,54,all,all,UC / Single Minors,Title 8
2021,2021,MAY,MAY,14052,all,all,UC / Single Minors,Title 8
2019,2019,APR,APR,9265,all,all,UC / Single Minors,Title 8
2020,2020,APR,APR,63,all,all,UC / Single Minors,Title 8
2021,2021,APR,APR,17066,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,12218,all,all,UC / Single Minors,Title 8
2019,2019,MAR,MAR,9380,all,all,UC / Single Minors,Title 8
2020,2020,MAR,MAR,2755,all,all,UC / Single Minors,Title 8
2021,2021,MAR,MAR,18869,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,14143,all,all,UC / Single Minors,Title 8
2019,2019,FEB,FEB,7243,all,all,UC / Single Minors,Title 8
2020,2020,FEB,FEB,3490,all,all,UC / Single Minors,Title 8
2021,2021,FEB,FEB,9397,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,11981,all,all,UC / Single Minors,Title 8
2019,2019,JAN,JAN,5515,all,all,UC / Single Minors,Title 8
2020,2020,JAN,JAN,3076,all,all,UC / Single Minors,Title 8
2021,2021,JAN,JAN,5802,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,8752,all,all,UC / Single Minors,Title 8
2019,2019,DEC,DEC,5104,all,all,UC / Single Minors,Title 8
2020,2020,DEC,DEC,3639,all,all,UC / Single Minors,Title 8
2021,2021,DEC,DEC,4963,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,11882,all,all,UC / Single Minors,Title 8
2019,2019,NOV,NOV,5662,all,all,UC / Single Minors,Title 8
2020,2020,NOV,NOV,3677,all,all,UC / Single Minors,Title 8
2021,2021,NOV,NOV,3072,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,13927,all,all,UC / Single Minors,Title 8
2019,2019,OCT,OCT,5418,all,all,UC / Single Minors,Title 8
2020,2020,OCT,OCT,3201,all,all,UC / Single Minors,Title 8
2021,2021,OCT,OCT,1625,all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,12778,all,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,2596,all,all,UC / Single Minors,Title 42
2021,2021,SEP,SEP,1,all,all,UC / Single Minors,Title 42
2020,2020,AUG,AUG,2603,all,all,UC / Single Minors,Title 42
2021,2021,AUG,AUG,2,all,all,UC / Single Minors,Title 42
2020,2020,JUL,JUL,2297,all,all,UC / Single Minors,Title 42
2020,2020,JUN,JUN,1563,all,all,UC / Single Minors,Title 42
2020,2020,MAY,MAY,954,all,all,UC / Single Minors,Title 42
2020,2020,APR,APR,678,all,all,UC / Single Minors,Title 42
2021,2021,APR,APR,1,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,3,all,all,UC / Single Minors,Title 42
2020,2020,MAR,MAR,466,all,all,UC / Single Minors,Title 42
2021,2021,MAR,MAR,1,all,all,UC / Single Minors,Title 42
2021,2021,FEB,FEB,5,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,1,all,all,UC / Single Minors,Title 42
2021,2021,JAN,JAN,18,all,all,UC / Single Minors,Title 42
2021,2021,DEC,DEC,2,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1,all,all,UC / Single Minors,Title 42
2021,2021,NOV,NOV,1519,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,2,all,all,UC / Single Minors,Title 42
2021,2021,OCT,OCT,3185,all,all,UC / Single Minors,Title 42
2019,2019,SEP,SEP,12039,all,Office of Field Operations,all,all
2020,2020,SEP,SEP,2903,all,Office of Field Operations,all,all
2021,2021,SEP,SEP,6486,all,Office of Field Operations,all,all
2019,2019,AUG,AUG,12023,all,Office of Field Operations,all,all
2020,2020,AUG,AUG,2731,all,Office of Field Operations,all,all
2021,2021,AUG,AUG,13326,all,Office of Field Operations,all,all
2019,2019,JUL,JUL,9799,all,Office of Field Operations,all,all
2020,2020,JUL,JUL,2393,all,Office of Field Operations,all,all
2021,2021,JUL,JUL,12935,all,Office of Field Operations,all,all
2019,2019,JUN,JUN,9409,all,Office of Field Operations,all,all
2020,2020,JUN,JUN,2213,all,Office of Field Operations,all,all
2021,2021,JUN,JUN,10385,all,Office of Field Operations,all,all
2019,2019,MAY,MAY,11260,all,Office of Field Operations,all,all
2020,2020,MAY,MAY,1644,all,Office of Field Operations,all,all
2021,2021,MAY,MAY,7943,all,Office of Field Operations,all,all
2019,2019,APR,APR,10142,all,Office of Field Operations,all,all
2020,2020,APR,APR,924,all,Office of Field Operations,all,all
2021,2021,APR,APR,5096,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),APR,APR,32288,all,Office of Field Operations,all,all
2019,2019,MAR,MAR,10898,all,Office of Field Operations,all,all
2020,2020,MAR,MAR,4071,all,Office of Field Operations,all,all
2021,2021,MAR,MAR,4061,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,11395,all,Office of Field Operations,all,all
2019,2019,FEB,FEB,9662,all,Office of Field Operations,all,all
2020,2020,FEB,FEB,6610,all,Office of Field Operations,all,all
2021,2021,FEB,FEB,3456,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,6840,all,Office of Field Operations,all,all
2019,2019,JAN,JAN,10338,all,Office of Field Operations,all,all
2020,2020,JAN,JAN,7380,all,Office of Field Operations,all,all
2021,2021,JAN,JAN,3098,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,6996,all,Office of Field Operations,all,all
2019,2019,DEC,DEC,10043,all,Office of Field Operations,all,all
2020,2020,DEC,DEC,7712,all,Office of Field Operations,all,all
2021,2021,DEC,DEC,2853,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,8653,all,Office of Field Operations,all,all
2019,2019,NOV,NOV,10612,all,Office of Field Operations,all,all
2020,2020,NOV,NOV,9119,all,Office of Field Operations,all,all
2021,2021,NOV,NOV,2944,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,7830,all,Office of Field Operations,all,all
2019,2019,OCT,OCT,9776,all,Office of Field Operations,all,all
2020,2020,OCT,OCT,9737,all,Office of Field Operations,all,all
2021,2021,OCT,OCT,2897,all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,5725,all,Office of Field Operations,all,all
2019,2019,SEP,SEP,12039,all,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,1163,all,Office of Field Operations,all,Title 8
2021,2021,SEP,SEP,4371,all,Office of Field Operations,all,Title 8
2019,2019,AUG,AUG,12023,all,Office of Field Operations,all,Title 8
2020,2020,AUG,AUG,1020,all,Office of Field Operations,all,Title 8
2021,2021,AUG,AUG,11036,all,Office of Field Operations,all,Title 8
2019,2019,JUL,JUL,9799,all,Office of Field Operations,all,Title 8
2020,2020,JUL,JUL,898,all,Office of Field Operations,all,Title 8
2021,2021,JUL,JUL,10898,all,Office of Field Operations,all,Title 8
2019,2019,JUN,JUN,9409,all,Office of Field Operations,all,Title 8
2020,2020,JUN,JUN,854,all,Office of Field Operations,all,Title 8
2021,2021,JUN,JUN,8492,all,Office of Field Operations,all,Title 8
2019,2019,MAY,MAY,11260,all,Office of Field Operations,all,Title 8
2020,2020,MAY,MAY,793,all,Office of Field Operations,all,Title 8
2021,2021,MAY,MAY,6040,all,Office of Field Operations,all,Title 8
2019,2019,APR,APR,10142,all,Office of Field Operations,all,Title 8
2020,2020,APR,APR,405,all,Office of Field Operations,all,Title 8
2021,2021,APR,APR,3345,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,30038,all,Office of Field Operations,all,Title 8
2019,2019,MAR,MAR,10898,all,Office of Field Operations,all,Title 8
2020,2020,MAR,MAR,4002,all,Office of Field Operations,all,Title 8
2021,2021,MAR,MAR,2058,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,8996,all,Office of Field Operations,all,Title 8
2019,2019,FEB,FEB,9662,all,Office of Field Operations,all,Title 8
2020,2020,FEB,FEB,6610,all,Office of Field Operations,all,Title 8
2021,2021,FEB,FEB,1509,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,4571,all,Office of Field Operations,all,Title 8
2019,2019,JAN,JAN,10338,all,Office of Field Operations,all,Title 8
2020,2020,JAN,JAN,7380,all,Office of Field Operations,all,Title 8
2021,2021,JAN,JAN,1323,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,4806,all,Office of Field Operations,all,Title 8
2019,2019,DEC,DEC,10043,all,Office of Field Operations,all,Title 8
2020,2020,DEC,DEC,7712,all,Office of Field Operations,all,Title 8
2021,2021,DEC,DEC,1106,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,6342,all,Office of Field Operations,all,Title 8
2019,2019,NOV,NOV,10612,all,Office of Field Operations,all,Title 8
2020,2020,NOV,NOV,9119,all,Office of Field Operations,all,Title 8
2021,2021,NOV,NOV,1002,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,5493,all,Office of Field Operations,all,Title 8
2019,2019,OCT,OCT,9776,all,Office of Field Operations,all,Title 8
2020,2020,OCT,OCT,9737,all,Office of Field Operations,all,Title 8
2021,2021,OCT,OCT,994,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,3888,all,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,1740,all,Office of Field Operations,all,Title 42
2021,2021,SEP,SEP,2115,all,Office of Field Operations,all,Title 42
2020,2020,AUG,AUG,1711,all,Office of Field Operations,all,Title 42
2021,2021,AUG,AUG,2290,all,Office of Field Operations,all,Title 42
2020,2020,JUL,JUL,1495,all,Office of Field Operations,all,Title 42
2021,2021,JUL,JUL,2037,all,Office of Field Operations,all,Title 42
2020,2020,JUN,JUN,1359,all,Office of Field Operations,all,Title 42
2021,2021,JUN,JUN,1893,all,Office of Field Operations,all,Title 42
2020,2020,MAY,MAY,851,all,Office of Field Operations,all,Title 42
2021,2021,MAY,MAY,1903,all,Office of Field Operations,all,Title 42
2020,2020,APR,APR,519,all,Office of Field Operations,all,Title 42
2021,2021,APR,APR,1751,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,2250,all,Office of Field Operations,all,Title 42
2020,2020,MAR,MAR,69,all,Office of Field Operations,all,Title 42
2021,2021,MAR,MAR,2003,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,2399,all,Office of Field Operations,all,Title 42
2021,2021,FEB,FEB,1947,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,2269,all,Office of Field Operations,all,Title 42
2021,2021,JAN,JAN,1775,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,2190,all,Office of Field Operations,all,Title 42
2021,2021,DEC,DEC,1747,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,2311,all,Office of Field Operations,all,Title 42
2021,2021,NOV,NOV,1942,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,2337,all,Office of Field Operations,all,Title 42
2021,2021,OCT,OCT,1903,all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,1837,all,Office of Field Operations,all,Title 42
2019,2019,SEP,SEP,74,all,Office of Field Operations,Accompanied Minors,all
2020,2020,SEP,SEP,87,all,Office of Field Operations,Accompanied Minors,all
2021,2021,SEP,SEP,225,all,Office of Field Operations,Accompanied Minors,all
2019,2019,AUG,AUG,86,all,Office of Field Operations,Accompanied Minors,all
2020,2020,AUG,AUG,101,all,Office of Field Operations,Accompanied Minors,all
2021,2021,AUG,AUG,423,all,Office of Field Operations,Accompanied Minors,all
2019,2019,JUL,JUL,87,all,Office of Field Operations,Accompanied Minors,all
2020,2020,JUL,JUL,68,all,Office of Field Operations,Accompanied Minors,all
2021,2021,JUL,JUL,305,all,Office of Field Operations,Accompanied Minors,all
2019,2019,JUN,JUN,68,all,Office of Field Operations,Accompanied Minors,all
2020,2020,JUN,JUN,56,all,Office of Field Operations,Accompanied Minors,all
2021,2021,JUN,JUN,169,all,Office of Field Operations,Accompanied Minors,all
2019,2019,MAY,MAY,70,all,Office of Field Operations,Accompanied Minors,all
2020,2020,MAY,MAY,30,all,Office of Field Operations,Accompanied Minors,all
2021,2021,MAY,MAY,155,all,Office of Field Operations,Accompanied Minors,all
2019,2019,APR,APR,92,all,Office of Field Operations,Accompanied Minors,all
2020,2020,APR,APR,18,all,Office of Field Operations,Accompanied Minors,all
2021,2021,APR,APR,134,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,280,all,Office of Field Operations,Accompanied Minors,all
2019,2019,MAR,MAR,91,all,Office of Field Operations,Accompanied Minors,all
2020,2020,MAR,MAR,40,all,Office of Field Operations,Accompanied Minors,all
2021,2021,MAR,MAR,159,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,256,all,Office of Field Operations,Accompanied Minors,all
2019,2019,FEB,FEB,76,all,Office of Field Operations,Accompanied Minors,all
2020,2020,FEB,FEB,38,all,Office of Field Operations,Accompanied Minors,all
2021,2021,FEB,FEB,145,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,229,all,Office of Field Operations,Accompanied Minors,all
2019,2019,JAN,JAN,70,all,Office of Field Operations,Accompanied Minors,all
2020,2020,JAN,JAN,33,all,Office of Field Operations,Accompanied Minors,all
2021,2021,JAN,JAN,105,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,238,all,Office of Field Operations,Accompanied Minors,all
2019,2019,DEC,DEC,81,all,Office of Field Operations,Accompanied Minors,all
2020,2020,DEC,DEC,61,all,Office of Field Operations,Accompanied Minors,all
2021,2021,DEC,DEC,87,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,304,all,Office of Field Operations,Accompanied Minors,all
2019,2019,NOV,NOV,70,all,Office of Field Operations,Accompanied Minors,all
2020,2020,NOV,NOV,53,all,Office of Field Operations,Accompanied Minors,all
2021,2021,NOV,NOV,89,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,303,all,Office of Field Operations,Accompanied Minors,all
2019,2019,OCT,OCT,86,all,Office of Field Operations,Accompanied Minors,all
2020,2020,OCT,OCT,102,all,Office of Field Operations,Accompanied Minors,all
2021,2021,OCT,OCT,112,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,187,all,Office of Field Operations,Accompanied Minors,all
2019,2019,SEP,SEP,74,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,SEP,SEP,7,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,SEP,SEP,63,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,AUG,AUG,86,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,AUG,AUG,20,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,AUG,AUG,146,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JUL,JUL,87,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUL,JUL,7,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUL,JUL,28,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JUN,JUN,68,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUN,JUN,6,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUN,JUN,41,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,MAY,MAY,70,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAY,MAY,7,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAY,MAY,40,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,APR,APR,92,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,APR,APR,4,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,APR,APR,42,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,75,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,MAR,MAR,91,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAR,MAR,39,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAR,MAR,62,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,49,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,FEB,FEB,76,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,FEB,FEB,38,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,FEB,FEB,55,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,44,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JAN,JAN,70,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JAN,JAN,33,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JAN,JAN,19,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,64,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,DEC,DEC,81,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,DEC,DEC,61,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,DEC,DEC,23,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,73,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,NOV,NOV,70,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,NOV,NOV,53,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,NOV,NOV,7,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,80,all,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,OCT,OCT,86,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,OCT,OCT,102,all,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,OCT,OCT,11,all,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,68,all,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,SEP,SEP,80,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,SEP,SEP,162,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,AUG,AUG,81,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,AUG,AUG,277,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUL,JUL,61,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUL,JUL,277,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUN,JUN,50,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUN,JUN,128,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,MAY,MAY,23,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAY,MAY,115,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,APR,APR,14,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,APR,APR,92,all,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,205,all,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,MAR,MAR,1,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAR,MAR,97,all,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,207,all,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,FEB,FEB,90,all,Office of Field Operations,Accompanied Minors,Title 42
